x1,x2,y
1.0285028712275628,0.9732175582816718,-1.0
0.25250509688040446,0.9558715178021713,-1.0
1.5080853729982442,0.672058003576891,-1.0
1.9400015424396726,1.7213700499326956,-1.0
-1.048818880563552,-0.8449990763120465,1.0
0.6824950875309747,1.1999707916464293,-1.0
-0.3842753283694452,-1.3341376123462332,1.0
-0.9722903063415131,-0.6319622662783984,1.0
1.2001542669284664,1.3066984649771598,-1.0
-1.2643833376767357,-0.8412213383854957,1.0
-0.5716606814353493,-0.18948116459211084,1.0
-1.737977633802307,-0.9483512501264576,1.0
-0.9533910438987104,-1.0193580590965678,1.0
-0.968103194973135,-1.1258354524246617,1.0
1.0044880208805576,1.0338808208124255,-1.0
-1.920323976615648,-1.1724159115997206,1.0
1.5651837616337847,1.707530529400421,-1.0
-0.9374434071781648,-0.5388678373790159,1.0
1.1658473270950496,0.6765711464258165,-1.0
0.588338825259193,0.7300606559439335,-1.0
-1.3172192358109296,-0.6006633509182713,1.0
-1.3233649511820622,-1.4164439333879242,1.0
0.9838675927845449,0.673204465334136,-1.0
-1.2800540230351292,-1.0606715093300352,1.0
-1.231698215076399,0.17910043886485338,1.0
1.014470500764707,1.5574379168698318,-1.0
-0.9718285600438922,-0.6995014324330228,1.0
-0.44293863081481744,-1.839746619410576,1.0
-0.84433970850069,-0.6547553313621128,1.0
-0.4236573458055696,-0.6697107226086241,1.0
1.715614067207126,0.37353894693523815,-1.0
1.0884169319460482,1.277446719008809,-1.0
-0.5796220976050896,-1.2065018954607694,1.0
0.4211267782589828,1.3153400769960442,-1.0
1.6849418518150476,1.198834827427866,-1.0
-1.3808427418626328,-0.7358225841861241,1.0
-1.041000043416076,-0.8592066464524126,1.0
-1.5508979075921652,-0.5273426855471638,1.0
1.2647874221754107,0.9301368909372424,-1.0
1.378663624453324,1.022838192270827,-1.0
-0.21239640073864974,-1.1791409753553534,1.0
1.1528146644180737,0.9152714033561347,-1.0
-0.8162452831174232,-1.1802738915946485,1.0
1.070449209113728,1.6758502204314318,-1.0
-0.3305413856545968,-0.946244446236437,1.0
0.8924887461826956,0.009827131739571504,-1.0
-0.8979006832640215,-0.6619628675803213,1.0
0.5817359752514875,1.2444117103534427,-1.0
1.7212827204780714,1.1346231739116739,-1.0
-0.7971136938979038,-0.5780406499070518,1.0
0.5427060906225218,1.3501769561774442,-1.0
-1.4202824363152382,-1.2467793872834156,1.0
-1.202556596808414,-1.4363224656054587,1.0
-0.6545870254084012,-1.0003630649746191,1.0
1.4547054526338692,0.5339855147045228,-1.0
-1.0858877891196497,-1.0558628378931214,1.0
1.1576358262225528,1.4045036101666488,-1.0
1.402932918158015,1.423953221925595,-1.0
1.672399975421421,1.0921412694731447,-1.0
-1.387891254720942,-1.0697046253801314,1.0
-0.3480775269610157,-0.9152823523028034,1.0
0.6144652826315007,1.033313204000105,-1.0
-1.1347555889938108,-0.35755844496426226,1.0
1.7734089089028702,0.4182298282545761,-1.0
0.761668522871346,1.1646886311234594,-1.0
0.8706998793830997,1.160537199623261,-1.0
0.7834150272552973,1.8280467973594796,-1.0
1.1808303073440718,0.7878603420834417,-1.0
-1.394935038174884,-1.0771876013024633,1.0
1.1227864758351058,0.6530601234683553,-1.0
-1.2572366235193082,-1.0777472567603792,1.0
-1.0470882349328086,-0.9654065620738282,1.0
-1.1620053524553926,-1.375850320363643,1.0
-0.5980963149647248,-1.1168045673625238,1.0
-0.796608769739584,0.0669610457344556,1.0
0.9357373500807398,0.9458762573730839,-1.0
0.6145951402579317,1.670628312616691,-1.0
-1.7621247946282717,-0.7853704050522693,1.0
-1.2166472478821324,-1.6725390471050883,1.0
-1.2947537930406918,-0.9691559850994059,1.0
-0.4375227480731576,-0.21825725629077763,1.0
1.2889061324975466,1.226552908500209,-1.0
0.8674979146196793,1.0418320467217463,-1.0
0.9118116082803909,0.6196710298823734,-1.0
1.7115035274538082,1.5957577941337346,-1.0
-1.6985651148363048,-1.3592833509716813,1.0
